screen_name,friends_count,tweets_count,linkedin,snapchat,instagram,facebook,followers_count,favourites_count,qtyMentions,qtyHashtags,qtyUrls,qtyEmojis,qtyUppercase,profile_pic_gender,age
ivan_izqy,1143,19918,0,0,0,0,1409,5134,0.05,0.01,0.04,1.12,1.48,0,18-24
inspectoresdetr,249,911,0,0,0,0,171,120,0.85,0.06,0.14,0.05,4.92,0,25-34
turdosalvador,557,3910,0,0,0,0,245,38,0.59,0.64,0.38,0.03,4.35,1,10-17
lucasmiguez22,1471,66021,0,0,0,0,1782,52539,0.33,0.03,0.08,0.27,4.25,0,18-24
milibertoldi,177,6092,0,0,0,0,268,2937,0.14,0.03,0.05,0.39,2.16,2,18-24
clarii_elove,3833,5400,0,0,0,0,983,396,0.02,0.12,0.13,0.23,2.18,0,18-24
agoosbusso,1253,6229,0,0,0,0,590,3383,0.16,0.0,0.06,1.12,2.2,2,18-24
agusvillaarreal,428,18979,0,0,0,0,770,5692,0.24,0.0,0.05,0.56,1.52,2,18-24
antocalzada23,300,9287,0,0,0,0,429,1679,0.06,0.01,0.0,0.27,1.83,0,18-24
alanpachecooo,1335,131073,0,0,0,0,2919,4008,0.43,0.0,0.05,0.77,3.92,1,18-24
melimansilla23,789,17044,0,0,0,0,649,3877,0.14,0.0,0.01,0.87,1.2,0,10-17
pinillamauri,2228,11303,0,0,0,0,3546,15881,0.34,0.09,0.03,0.58,2.11,0,25-34
tanitoog,389,38130,0,0,0,0,669,8317,0.61,0.03,0.03,0.33,1.69,0,18-24
arielchampanier,333,4307,0,0,0,0,1236,262,0.31,0.01,0.16,0.01,3.63,1,10-17
nicolasrezano,67,26,0,0,0,0,338,2753,0.08,0.0,0.42,0.33,3.42,0,18-24
brianzehnderok,763,13540,0,0,0,0,1505,7265,0.38,0.5,0.17,0.23,4.7,0,18-24
lucorripio,1017,24406,0,0,0,0,1071,4877,0.15,0.0,0.08,1.09,1.79,0,18-24
claricaballeroo,912,28563,0,0,0,0,1079,11688,0.26,0.0,0.04,0.95,1.56,2,18-24
gastton6,399,10641,0,0,0,0,732,1828,0.12,0.0,0.09,0.4,1.26,1,18-24
celestenadalin,298,2784,0,0,0,0,533,2620,0.65,0.11,0.06,0.82,2.27,0,18-24
aguswinehouse,351,9212,0,0,0,0,363,5484,0.07,0.55,0.44,1.39,4.23,1,18-24
martintf1,153,4914,0,0,0,0,1603,28,0.68,0.17,0.37,0.02,4.32,1,35-49
joakoonetto,420,3738,0,0,0,0,507,4566,0.3,0.01,0.24,0.39,1.56,0,10-17
trilceramona,46,597,0,0,0,0,30,5,0.63,0.16,0.16,0.02,2.97,1,25-34
avalos_01,244,8694,0,0,0,0,287,2642,0.04,0.0,0.17,1.21,1.52,2,18-24
naylasacchi,434,12157,0,0,0,0,1930,8680,0.42,0.02,0.09,0.08,3.31,0,18-24
rocionaizke1,218,2030,0,0,0,0,131,909,0.06,0.2,0.05,1.18,2.19,2,18-24
alecordoba99,224,14594,0,0,0,0,326,6886,0.41,0.0,0.13,0.77,1.5,1,18-24
ailenskerlj,3659,48919,0,0,0,0,3486,1041,0.04,0.0,0.04,0.44,0.63,2,18-24
vanechiolini,586,40288,0,0,0,0,939,7449,0.05,0.02,0.08,0.23,1.23,0,18-24
vittodevitt,264,21550,0,0,0,0,282,3175,0.49,0.0,0.08,0.41,1.59,0,18-24
chinojsg,335,38605,0,0,0,0,790,7555,0.19,0.0,0.42,0.51,1.12,1,18-24
santiimotta,1107,21457,0,0,0,0,842,749,0.56,0.02,0.05,0.37,1.23,1,18-24
zaii_aiilen,823,4353,0,0,0,0,1144,3813,0.85,0.35,0.35,1.34,5.43,2,18-24
agussdrago,441,2343,0,0,0,0,267,3515,0.4,0.64,0.61,0.42,4.36,2,18-24
melaalvarezok,898,32218,0,0,0,0,684,10588,0.44,0.03,0.19,1.06,2.99,2,10-17
ezefretes,812,2375,0,0,0,0,9386,718,0.91,0.1,0.17,0.01,2.91,1,10-17
luciaide93,520,4689,0,0,0,0,711,4860,0.71,0.0,0.02,0.25,1.66,2,18-24
agustinquevedo_,333,15170,0,0,0,0,346,7244,0.38,0.01,0.16,0.08,1.82,0,18-24
tomiisilvestre,482,5507,0,0,0,0,154,1824,0.26,0.01,0.15,0.42,1.67,1,10-17
daianamln,1338,22129,0,0,0,0,1483,7673,0.28,0.0,0.01,0.22,1.47,2,18-24
campicindy2,239,3963,0,0,0,0,428,756,0.08,0.01,0.07,1.03,1.19,0,10-17
luudmiipeerez,343,15692,0,0,0,0,452,7141,0.14,0.0,0.01,0.87,1.55,2,10-17
joagonzalezf97,658,1761,0,0,0,0,343,709,0.21,0.47,0.04,0.58,2.82,0,18-24
aniitacaru,475,41408,0,0,0,0,834,8459,0.31,0.17,0.19,0.48,1.94,2,18-24
toledoceleste_,585,384,0,0,0,0,175,65,0.18,0.04,0.08,0.62,4.77,2,10-17
barbyylujan,217,623,0,0,0,0,125,615,0.09,0.02,0.11,0.75,1.61,2,10-17
rogarcia___,1091,36225,0,0,0,0,1486,16737,0.32,0.0,0.04,0.28,3.27,2,18-24
lucasparadi,467,20312,0,0,0,0,543,2319,0.51,0.01,0.03,0.22,1.52,0,18-24
the_pelado,541,4143,0,0,0,0,396,596,0.81,0.39,0.26,0.19,3.09,1,25-34
juani_reyes17,146,463,0,0,0,0,94,320,0.1,0.04,0.02,0.28,1.29,0,10-17
shoaburgos,362,6479,0,0,0,0,438,1266,0.25,0.05,0.02,0.47,1.77,0,18-24
ludmi39752945,129,135,0,0,0,0,127,82,0.07,0.03,0.0,1.03,1.17,0,10-17
gildaglaria,138,194,0,0,0,0,146,133,0.27,0.03,0.52,0.04,3.44,1,35-49
melivarelacid,642,14012,0,0,0,0,773,733,0.06,0.03,0.02,0.31,0.97,0,18-24
melgauu,459,47669,0,0,0,0,692,10359,0.0,0.0,0.0,0.0,2.0,2,18-24
pepsicoarg,219,1369,0,0,0,0,1645,297,0.0,0.0,0.0,0.0,4.0,0,50-xx
brendafranco_26,75,2667,0,0,0,0,46,1265,0.0,0.0,0.0,0.0,1.0,2,18-24
sabrina47041610,198,283,0,0,0,0,66,347,0.0,0.0,0.0,1.0,4.0,0,18-24
falex1041,688,470,0,0,0,0,424,931,0.0,0.0,0.0,0.0,3.0,1,18-24
tamiayala_,64,35549,0,0,0,0,281,153066,0.0,0.0,0.0,0.0,7.0,2,18-24
paazballesteros,862,20926,0,0,0,0,1238,5539,0.0,0.0,0.0,1.0,1.0,2,10-17
orne_martini,156,183,0,0,0,0,128,1510,3.0,0.0,0.0,1.0,4.0,2,10-17
agusarguindeguy,93,175,0,0,0,0,28,180,0.0,0.0,0.0,0.0,4.0,0,10-17
macarenaacuipil,1170,13569,0,0,0,0,1987,2111,0.0,0.0,0.0,1.0,3.0,0,25-34
cristian_i_s,1227,12307,0,0,0,0,1732,4413,0.0,0.0,0.0,0.0,1.0,0,18-24
juliperaltaok,575,6105,0,0,0,0,280,1903,0.0,0.0,0.0,0.0,1.0,2,18-24
florenciaagalvn,1829,19844,0,0,0,0,1396,13226,0.0,0.0,0.0,0.0,4.0,0,10-17
aleipucha17,215,6,0,0,0,0,12,61,0.0,0.0,0.0,1.0,4.0,0,10-17
yamiimedinaa,722,31661,0,0,0,0,882,5057,0.0,0.0,0.0,0.0,1.0,2,18-24
daanivarelabj,446,14031,0,0,0,0,437,10786,0.0,0.0,0.0,0.0,2.0,0,18-24
maaaaaaaxy,990,5240,0,0,0,0,1557,15851,1.0,0.0,0.0,0.0,1.0,0,25-34
nicolemirandaa3,343,2,0,0,0,0,15,8,3.0,0.0,0.0,1.0,0.0,0,10-17
ajagustinjuarez,203,3982,0,0,0,0,637,1117,0.0,0.0,0.0,1.0,2.0,0,10-17
vicky18blanco,465,264,0,0,0,0,583,56,0.0,0.0,0.0,0.0,1.0,2,18-24
arenzojulian,314,10203,0,0,0,0,443,6195,0.0,0.0,0.0,0.0,2.0,1,10-17
camilaperez2013,148,2478,0,0,0,0,209,2118,0.0,0.0,0.0,1.0,2.0,1,10-17
itsluudmiibitch,413,29885,0,0,0,0,493,354,0.0,0.0,0.0,0.0,3.0,2,18-24
